,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,label
0,0.00016654552,0.027249524,0.013122697,0.0,0.0,0.0020929226,0.22255103,0.01908193,0.06310285,0.0059331274,0.11164419,0.12552549,0.11358217,0.008655237,0.03597598,0.0,0.22120455,0.012557288,0.0,0.0,0.0,0.024945214,0.0,0.0,0.0,0.005482218,0.0081001185,0.0,0.0,0.0,0.1981392,0.17326173,0.0,0.0084875645,0.00979411,0.075965166,0.13810037,0.0,0.00029441458,0.0012021136,0.0,0.00014596296,0.03117845,0.01652709,0.07339537,0.0,0.06828533,0.0,0.035618223,0.0,0.0,0.07550275,0.0,0.0,0.0,0.011788322,0.046512585,0.0,0.02188244,0.0,0.0,0.03142292,0.0,0.0054337448,0.004367857,0.0,0.074944794,0.038228214,0.0,0.0,0.0,0.028894627,0.0,0.105552696,0.0,0.0,0.0,0.12400761,0.0015427925,0.1581538,0.027750053,0.062502876,0.091450095,0.0,0.0,0.0,0.0,0.0,0.0,0.158357,0.014765521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025473011,0.054772217,0.005910079,0.033720165,0.0013737328,0.008714258,0.0,0.123745516,0.0,0.01611034,0.0,0.10030689,0.09173725,0.0,0.010320931,0.01014115,0.0041314703,0.0,0.064059824,0.090228364,0.08411169,0.0,0.028229164,0.1554194,0.18228766,0.05568111,0.06021278,0.0,0.0,0.0,0.022363374,0.08136525,0.061302975,0.006248607,0.009810689,0.0,0.02121355,0.073355876,0.0,0.0,0.2197519,0.04758254,0.00014621875,0.0,0.12500732,0.0,0.11773625,0.02553029,0.17510536,0.0,0.0,0.021880453,0.0,0.1455658,0.0,0.0,0.006362024,0.0,0.0,0.0011223663,0.05509146,0.13877338,0.031555302,0.13141884,0.038713325,0.0030586526,0.031409707,0.031236587,0.0,0.0,0.0,0.0,0.0,0.021994075,0.0,0.1403872,0.061396096,0.0023778414,0.019273141,0.0,0.0,0.08374011,0.061481006,0.0,0.0,0.083624825,0.0,0.0,0.022676084,0.0023953558,0.0,0.25744835,0.0,0.014756548,0.119042985,0.0051638284,0.06224671,0.119568504,0.0,0.056172848,0.018216604,0.0,0.0,0.0,0.0,0.1388291,0.005281246,0.0,0.0,0.0,0.015299976,0.12584633,0.0,0.0,0.0,0.16860914,0.11927176,0.0,0.07775423,0.0,0.0,0.0,0.0,0.09017223,0.04680823,0.02429326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08810061,0.0020300932,0.039919004,0.0046094707,0.1015193,0.028634561,0.024973432,0.0,0.1238204,0.0,0.13368553,0.014700049,0.0,0.09086982,0.0,0.0,0.09089644,0.097481005,0.0,0.03823052,0.0,Bernardo
1,0.0,0.0022930563,0.006097181,0.0,0.0,0.038614,0.10470456,0.0071559492,0.10900449,0.028369498,0.084598854,0.118110135,0.16904469,0.0025609203,0.04954315,0.0,0.12680013,0.0,0.0,0.011874277,0.0,0.0045107435,0.0,0.0,0.0,0.0011886762,0.0,0.0,0.0,0.0,0.21577387,0.12099053,0.0,0.069099054,0.027764307,0.13737525,0.100270644,0.0,0.0060937153,0.004277571,0.0,0.0,0.034539506,0.0,0.088870786,0.0,0.01933361,0.02869621,0.0016256747,0.0,0.0,0.046403218,0.0,0.0,0.0,0.004355279,0.13276978,0.0,0.013094286,0.023326753,0.0,0.08755,0.0,0.062162258,0.0,0.0,0.010236143,0.10718766,0.0,0.0,0.0,0.019869937,0.0,0.02499803,0.0,0.0,0.0,0.065649346,0.00357079,0.19450223,0.11192102,0.10038079,0.094867885,0.0,0.0,0.0026392166,0.0,0.0070838872,0.0,0.16254129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389174,0.006205812,0.029386982,0.008213432,0.023012342,0.0,0.096507765,0.0,0.018110048,0.0,0.20303027,0.09214236,0.0,0.023241434,0.024626955,0.0038560736,0.0,0.0018264945,0.11020005,0.047437053,0.0,0.05085671,0.14183486,0.15811211,0.024374964,4.311029e-05,0.0,0.0,0.0,0.016651828,0.10258756,0.14558695,0.039448157,0.049984287,0.0,0.035929605,0.083950855,0.0,0.0,0.19445443,0.0055083344,0.052312177,0.0041710665,0.051097598,0.0,0.10780542,0.061184652,0.15577434,0.01088551,0.0,0.0,0.0,0.13088429,0.0,0.0061253975,0.072300285,0.0,0.0,0.0,0.08735748,0.0658471,0.0018714829,0.0,0.05101587,0.01390198,0.015774965,0.014714965,0.0,0.0,0.0,0.0,0.0,0.09642972,0.0,0.24360219,0.03740394,0.0,0.08039112,0.0,0.0,0.020819986,0.020841524,0.0,0.0,0.07303093,0.0,0.014585294,0.0,0.02342536,0.0,0.21638565,0.0,0.013396978,0.05931092,0.06843349,0.06586578,0.1238045,0.01436057,0.12519272,0.0,0.0,0.0,0.0,0.0,0.1412967,0.0018747204,0.0,0.0,0.0,0.05655752,0.07695686,0.0,0.0062613697,0.0,0.16532938,0.10238118,0.0,0.042677112,0.0010121687,0.0,0.0,0.0,0.14708683,0.064585134,0.03924087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11460386,0.0,0.019925427,0.048496332,0.025594879,0.010342499,0.012709603,0.0,0.13261186,0.0,0.0536745,0.0014629492,0.0,0.16819811,0.0,0.0,0.13289785,0.10528491,0.0,0.0014047566,0.0,Bernardo
2,0.0,0.016444081,0.0,0.0,0.0,0.006536348,0.14291154,0.0,0.08040328,0.00839777,0.09193395,0.15261945,0.14464545,0.0,0.14225712,0.0,0.13245934,0.0,0.0,0.008260501,0.0,0.017039143,0.0,0.0,0.0,0.00036202537,0.0064309905,0.0,0.0,0.0,0.25431198,0.11336643,0.0,0.06211476,0.0027192682,0.08619471,0.137629,0.0,0.0,0.012651365,0.0,0.0,0.017569907,0.0,0.11516793,0.0,0.008373827,0.015939375,0.018758105,0.0,0.0,0.060675856,0.0,0.0,0.0,0.018935962,0.063248046,0.0,0.028712284,0.032141592,0.0,0.013660377,0.0,0.04572929,0.0,0.0,0.052578766,0.10339579,0.0,0.0,0.0,0.0032034742,0.0,0.040821422,0.0,0.0,0.0,0.086716615,0.016468171,0.18551306,0.20471694,0.08251842,0.07818022,0.0,0.0,0.0050906795,0.0,0.0027196715,0.0,0.18194914,0.033651445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012914676,0.0020299512,0.013874136,0.0,0.0,0.0307471,0.110274896,0.0,0.005489431,0.0,0.17653584,0.082715556,0.0,0.009555912,0.015095221,0.002023829,0.0,0.044321205,0.08623655,0.08354329,0.003959285,0.056717757,0.1500011,0.21522696,0.07415059,0.04939205,0.0,0.0,0.0,0.01617707,0.070505604,0.09673399,0.044802815,0.0069303457,0.0,0.03939606,0.0731743,0.0,0.0,0.18905908,0.04122199,0.013537561,0.01028975,0.060537785,0.0,0.19563691,0.05722252,0.157737,0.02789397,0.0,0.009695595,0.0,0.1466678,0.0,0.0,0.08393906,0.0,0.018705456,0.0,0.05284857,0.084751606,0.027283492,0.06945051,0.020008927,0.0,0.046870638,0.063094616,0.0,0.0,0.0,0.0,0.027449612,0.08522511,0.0,0.18755467,0.071217924,0.0,0.047935665,0.0013356733,0.0,0.04623326,0.054956432,0.0,0.009349564,0.03438917,0.0,0.0,0.0,0.012186046,0.0,0.2674998,0.0,0.011680308,0.06316187,0.022641411,0.050979797,0.034827676,0.044268675,0.08644091,0.0,0.0,0.0,0.0,0.0,0.10595696,0.0012732983,0.0,0.0,0.009443746,0.006364428,0.099426895,0.0,0.0146625545,0.0,0.11220701,0.07818076,0.0,0.037754748,0.0,0.0,0.0,0.0,0.07311039,0.12406454,0.017937714,0.0,0.0020307084,0.0,0.0,0.0,0.0,0.0,0.048826214,0.0030690958,0.041291285,0.032251023,0.054940894,0.0,0.009486041,0.0,0.10393238,0.0,0.013217789,0.0,0.0,0.13951313,0.0,0.0,0.1391563,0.025185447,0.0,0.041146312,0.0,Bernardo
3,0.0,0.0,0.018963557,0.0,0.0,0.0020664337,0.121199556,0.0058377795,0.108291216,0.004055434,0.12695278,0.11618615,0.16352881,0.008471632,0.10384454,0.0,0.10649949,0.0,0.0,0.0,0.0,0.0008943277,0.0,0.0,0.0,0.014064134,0.001405687,0.0,0.0,0.0,0.21264504,0.14525919,0.0,0.030904718,0.019734513,0.16191913,0.13764973,0.0,0.0,0.0108971195,0.0,0.0,0.025472248,0.0,0.047441803,0.0,0.0,0.037714105,0.015400485,0.0,0.0,0.030767016,0.0,0.0,0.0,0.042499788,0.07774474,0.0,0.014308147,0.06880923,0.0,0.034793265,0.0,0.049754564,0.0,0.0,0.0,0.123500735,0.0,0.0,0.0,0.0,0.0,0.049547195,0.0,0.0,0.0,0.109804325,0.03278143,0.20815441,0.14901802,0.08960563,0.072928146,0.0,0.0,0.0,0.0,0.0023173508,0.0,0.17084007,0.0020541584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053626634,0.01038979,0.01996058,0.025944673,0.02007321,0.010914274,0.11030977,0.0,0.02399051,0.0,0.16861217,0.05610678,0.0,0.035838626,0.028268384,0.0,0.0,0.013119893,0.040266704,0.1480798,0.00088586187,0.053074416,0.12960114,0.27342692,0.034680754,0.035470262,0.0,0.0,0.0,0.0,0.062146418,0.09860437,0.02866212,0.053810775,0.0,0.010875721,0.082815975,0.0,0.0,0.1877794,0.011811556,0.05150505,0.004871209,0.04527106,0.0,0.13917418,0.018730205,0.187744,0.0028088074,0.0,0.008441591,0.0,0.122256346,0.0,0.009897684,0.066053934,0.0,0.014076057,0.0,0.087610014,0.14617018,0.003204407,0.04152376,0.032957412,0.0,0.02249729,0.05652834,0.0,0.0,0.0,0.0074584372,0.05832357,0.053645346,0.0,0.18648872,0.008641834,0.0,0.06845092,0.0,0.0,0.04333713,0.040403,0.0,0.0053192405,0.03377871,0.0,0.0022443943,0.004238751,0.04630133,0.0,0.24152184,0.0,0.036840755,0.008226073,0.013205261,0.044092648,0.013518086,0.03193233,0.11464396,0.011715765,0.0,0.0,0.0,0.0,0.12359261,0.011038423,0.0,0.0,0.00856023,0.020627627,0.09587509,0.0,0.04376021,0.0,0.122734,0.097876005,0.0,0.046799313,0.016807089,0.0,0.0,0.0,0.130807,0.056958903,0.061234266,0.0,0.0,0.007591575,0.0,0.0,0.0,0.0,0.08819985,0.0,0.03407555,0.045512915,0.036808185,0.047512718,0.007674303,0.0,0.15224859,0.0,0.03817352,0.0013377455,0.0,0.14399102,0.0,0.0,0.0392849,0.09106722,0.0,0.0,0.0,Bernardo
4,0.0,0.0025240893,0.055901725,0.0,0.0,0.0,0.095830485,0.005515642,0.05664433,0.0,0.054322444,0.1532283,0.18580839,0.021535564,0.10022526,0.0,0.060075384,0.001748912,0.0,0.009579415,0.0,0.028880399,0.0,0.0,0.0,0.025463969,0.02142506,0.0,0.0,0.0,0.23147078,0.1741513,0.0,0.023536317,0.031934164,0.2613649,0.04520064,0.0,0.0,0.03413892,0.0,0.0,0.0,0.0,0.16113901,0.0,0.010644248,0.0,0.01483713,0.0,0.0,0.054894187,0.0,0.0,0.0,0.0,0.07427161,0.0,0.010696999,0.0064043864,0.0,0.04540425,0.0,0.044727527,0.0044900994,0.0,0.06953063,0.13845028,0.0,0.0,0.0,0.04754816,0.0,0.044853196,0.0,0.010042274,0.0,0.0643847,0.07845139,0.19105901,0.018137263,0.06515731,0.112714656,0.0,0.0,0.009712463,0.0,2.8837667e-05,0.0,0.13866037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047379,0.06810315,0.0,0.06122455,0.0,0.010960259,0.0,0.04007397,0.0,0.0070371316,0.0,0.046968844,0.029691247,0.0,0.054392926,0.008841088,0.0,0.0,0.07918519,0.08679145,0.041053433,0.0068393294,0.073207706,0.13172801,0.12911724,0.05308086,0.02637331,0.0,0.0,0.0,0.000603081,0.08898217,0.14423123,0.031135768,0.0503029,0.0,0.07047005,0.11625488,0.0,0.0,0.23204155,0.021018898,0.0,0.0,0.11940849,0.0,0.1490278,0.15063019,0.12427845,0.011862908,0.0,0.0,0.0,0.14042975,0.0,0.002625799,0.04455399,0.0,0.048310455,0.0,0.09389399,0.10375889,0.022653742,0.084322944,0.012714531,0.0018230698,0.03634862,0.003584495,0.0,0.0,0.0,0.0,0.0,0.01572435,0.0,0.17602251,0.040492993,0.0,0.0768002,0.0,0.0,0.01787778,0.0005173674,0.0,0.0,0.07118669,0.0,0.002909509,0.004322887,0.018495124,0.0,0.23792446,0.0,0.0066506085,0.0410294,0.03791336,0.03730567,0.05717713,0.0009917015,0.15886308,0.0,0.0,0.0,0.0,0.0,0.09539027,0.034302145,0.0,0.0,0.0,0.010505811,0.09472777,0.0,0.0059638806,0.0,0.14480516,0.08996423,0.0,0.09125605,0.026791766,0.0,0.0,0.0,0.12652071,0.045744304,0.019118436,0.0,0.0,0.0056815357,0.0,0.0,0.0,0.0,0.040413514,0.0,0.009270922,0.028137034,0.07485109,0.017914405,0.037951652,0.0,0.12764552,0.0,0.08861744,0.0,0.0,0.14721905,0.0,0.0,0.035433017,0.1513169,0.0,0.0,0.0,Bernardo
5,0.0,0.009248055,0.0,0.0,0.0,0.0,0.201516,0.015230851,0.13387945,0.0011403643,0.11509423,0.10414875,0.21247643,0.0,0.035693206,0.0,0.17815995,0.0,0.0,0.0025053644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24512178,0.10591817,0.0,0.020402154,0.0015331863,0.12428304,0.057695165,0.0,0.0,0.000852055,0.0,0.0,0.06481682,0.0,0.058277056,0.0,0.010693929,0.010454448,0.036452364,0.0,0.0,0.06781191,0.0,0.0,0.0,0.020608189,0.043272544,0.0,0.019889357,0.032641158,0.0,0.0056014764,0.0,0.048382886,0.0,0.0,0.037036758,0.104582645,0.0,0.0,0.0,0.010145732,0.0,0.1432384,0.0,0.0,0.0,0.098071694,0.0,0.21001516,0.07198308,0.07047312,0.07594861,0.0,0.0,0.0,0.0,0.004141105,0.0,0.21639454,0.006962558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04870499,0.009577048,0.03945756,0.021402296,0.003985539,0.0,0.0,0.03993254,0.0,0.0,0.0,0.09975808,0.09734888,0.0,0.025488717,0.0073449817,0.0,0.0,0.063399576,0.055522233,0.18913719,0.0,0.08573287,0.11562039,0.21522346,0.014105048,0.048658684,0.0,0.0,0.0,0.0018351784,0.09496842,0.07228495,0.027697425,0.012517635,0.0,0.008839352,0.09467406,0.0,0.0,0.19803114,0.008157925,0.056897484,0.00053792447,0.05078175,0.0,0.17925517,0.029161682,0.1961741,0.010626621,0.0,0.019878382,0.0,0.14720242,0.0,0.0,0.024107195,0.0,0.0,0.0,0.06781472,0.0975109,0.0,0.0682627,0.010616901,0.0002997978,0.0182456,0.04014034,0.0,0.0,0.0,0.0,0.04417112,0.07513599,0.0,0.1272713,0.13140732,0.0,0.0883322,0.0,0.0,0.10120646,0.023536889,0.0,0.010869142,0.045921907,0.0,0.02103103,0.008398078,0.046459645,0.0,0.20231535,0.0,0.0,0.015734317,0.024579527,0.034539808,0.044801485,0.0,0.042137966,0.0,0.0,0.0,0.0,0.0,0.15138708,0.0009765444,0.0,0.0,0.0,0.015772436,0.06508206,0.0,0.014225179,0.0,0.1697206,0.08702007,0.0,0.025366314,0.0,0.0,0.0,0.0,0.12788083,0.034340456,0.021953521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076683894,0.0,0.033154342,0.0772561,0.01578481,0.009132372,0.02924487,0.0,0.12444003,0.0,0.083064295,0.034946725,0.0,0.09650254,0.0,0.0,0.092741005,0.079633355,0.0,0.0052630208,0.0,Bernardo
6,0.0,8.223365e-05,0.0006249555,0.0,0.0,0.0,0.121218264,0.004305781,0.10947738,0.0,0.030118793,0.15805404,0.18762882,0.006325397,0.1422549,0.0,0.16102421,0.0,0.0,0.009260679,0.0,0.0,0.0,0.0,0.0,0.0063008135,0.007604461,0.0,0.0,0.0,0.23887806,0.13101044,0.0,0.022573482,0.008639411,0.064572915,0.053101316,0.0,0.0,0.0072011272,0.0,0.0,0.006184636,0.0,0.068140805,0.0,0.0049213762,0.022395613,0.011166841,0.0,0.0,0.06337334,0.0,0.0,0.0,0.0,0.047156993,0.0,0.062071662,0.014717739,0.0,0.0,0.0,0.019929605,0.0,0.0,0.07549013,0.099080265,0.0,0.0,0.0,0.007888593,0.0,0.082142465,0.0,0.0,0.0,0.091320306,0.0060847434,0.1886079,0.06395852,0.12771636,0.13519356,0.0,0.0,0.0,0.0,0.0,0.0,0.19689043,0.0060118255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248921,0.013450812,0.024761338,0.0072326977,0.024078732,0.0,0.0,0.07228231,0.0,0.0,0.0,0.11043184,0.03919245,0.0,0.056559574,0.00044217243,0.0,0.0,0.0085969735,0.091306604,0.14337109,0.0019827618,0.10675343,0.13120021,0.21015996,0.019629674,0.008685154,0.0,0.0,0.0,0.0055055544,0.08955128,0.12382687,0.057702743,0.05786644,0.0,0.115426935,0.056512944,0.0,0.0,0.1759688,0.014854445,0.04481855,0.0018760015,0.12787803,0.0,0.20588839,0.04370154,0.18337405,0.013555221,0.0,0.0039724233,0.0,0.13852447,0.0,0.0,0.020540692,0.0,0.01301208,0.0,0.097287945,0.098438755,0.0,0.05885646,0.009751047,0.0,0.0063739144,0.051028576,0.0,0.0,0.0,0.0,0.0,0.1207736,0.0,0.15497501,0.07257814,0.0,0.007560311,0.0,0.0,0.031276878,0.054620855,0.0,0.0,0.074298464,0.0,0.00062189024,0.010553121,0.013332715,0.0,0.24753307,0.0,0.0023171573,0.025321413,0.017875178,0.013086927,0.0,0.01753991,0.10580876,0.0,0.0,0.0,0.0,0.0,0.08616313,0.0060462276,0.0,0.0,0.0,0.023244275,0.085130796,0.0,0.03166501,0.0,0.11569977,0.1405978,0.0,0.032128703,0.0,0.0,0.0,0.0,0.10422592,0.07949338,0.024701819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10256125,0.0,0.037665147,0.036027186,0.017718166,0.0,0.010375671,0.0,0.1674761,0.0,0.08380681,0.01646891,0.0,0.16135265,0.0,0.0,0.057053003,0.059858482,0.0,0.025627349,0.0,Bernardo
7,0.0025307725,0.0,0.02361896,0.0,0.0,0.0061179223,0.10643616,0.0,0.10340222,0.0,0.08581347,0.1544128,0.16552962,0.005184725,0.06084383,0.0,0.108648635,0.0,0.0,0.014343554,0.0,0.0029817477,0.0,0.0,0.0,0.0053730514,0.009210221,0.0,0.0,0.0,0.2351228,0.17871976,0.0,0.066874646,0.0,0.09970825,0.080335304,0.0,0.013087256,0.018559683,0.0,0.0,0.021776002,0.0,0.066488095,0.0,0.01854053,0.006712539,0.012873619,0.0,0.0,0.09422539,0.0,0.0,0.0,0.009750505,0.0741134,0.0,0.04810577,0.04690401,0.0,0.017277027,0.0,0.039278556,0.0,0.0,0.056653,0.081935056,0.0,0.0,0.0,0.016261688,0.0,0.09754298,0.0,0.0040734177,0.0,0.09465781,0.0193696,0.16331618,0.085381694,0.1799129,0.1414971,0.008707181,0.0,0.0,0.0,0.009519495,0.0,0.17290285,0.014261481,0.0,0.0,0.0,0.0,0.0,0.0028656973,0.0,0.0,0.0,0.0,0.0,0.0035288776,0.044307742,0.011658929,0.017954884,0.0006401883,0.0,0.006380218,0.058633767,0.0,0.0135496715,0.0,0.13441868,0.030337777,0.0,0.08078472,0.010949162,0.0070468895,0.0,0.034569014,0.11463588,0.10327499,0.0015349408,0.069751665,0.102441855,0.1875981,0.013336309,0.045326684,0.0,0.0,0.0,0.00094084744,0.06807843,0.1242366,0.0123354625,0.058846597,0.0,0.029243134,0.02926227,0.0,0.0,0.23391359,0.02295796,0.011536728,0.011980995,0.08467456,0.0,0.15119515,0.11980919,0.1834827,0.021071304,0.0,0.0010748642,0.0,0.117890075,0.0,0.0,0.03247172,0.0,0.0,0.0,0.1381315,0.16418384,0.0007658201,0.08405173,0.036303215,0.0,0.043914627,0.068593994,0.0,0.0,0.0,0.0,0.02795937,0.10063792,0.0,0.18272822,0.09565413,0.0,0.062251884,0.0,0.0,0.07792285,0.077088825,0.0,0.0,0.038952947,0.0,0.021061506,0.0015066534,0.013783076,0.0,0.21859501,0.0,0.01003242,0.016967412,0.017175423,0.001742362,0.037564125,0.0069698077,0.033775672,0.0,0.0,0.0,0.0,0.0,0.11507625,0.009322226,0.0,0.0,0.0,0.032579042,0.04115238,0.0,0.01649344,0.0,0.14550759,0.076647885,0.0,0.014131961,0.027294988,0.0,0.0,0.0,0.07246363,0.03287875,0.07322748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11242729,0.0,0.051295754,0.017177682,0.08532726,0.01133639,0.03372551,0.0,0.19193266,0.0002491718,0.05439213,0.0,0.0,0.15367128,0.0,0.0,0.07698615,0.06857637,0.0,0.024568038,0.0,Bernardo
8,0.0,0.0,0.031819567,0.0,0.0,0.0,0.14613469,0.0,0.12843542,0.0,0.033232346,0.12939882,0.1493445,0.0075348774,0.060422137,0.0,0.09154979,0.0,0.0,0.0,0.0,0.00015912496,0.0,0.0,0.0,0.0030575593,0.0,0.0,0.0035245074,0.0,0.2192567,0.13798772,0.0,0.01638986,0.015784299,0.12446294,0.081997715,0.0,0.0070473407,0.0030705181,0.0,0.002649637,0.0012353836,0.0,0.046366937,0.0,0.022249741,0.015423478,0.012819302,0.0,0.0,0.05785322,0.0,0.0,0.0,0.0,0.08657685,0.0,0.019967796,0.010375665,0.0,0.01543563,0.0,0.063054666,0.0,0.0,0.05229242,0.178839,0.0,0.0,0.0,0.0,0.0,0.089708686,0.0,0.0,0.0,0.13106003,0.022670526,0.2215793,0.027058525,0.084469825,0.07495732,0.0,0.0,0.0,0.0,0.0,0.0,0.20627578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012880998,0.016701771,0.04326967,0.0051166466,0.023176944,0.0,0.0,0.0714384,0.0,0.0007682606,0.0,0.14661585,0.04567535,0.0,0.04597173,0.0021670307,0.0,0.0,0.0137397,0.0886524,0.10462216,0.0,0.05686865,0.12392378,0.21940906,0.0602521,0.031332694,0.0,0.0,0.0,0.0029951318,0.18421085,0.13293679,0.008454633,0.03170828,0.0,0.07076073,0.092594475,0.0,0.0,0.18607296,0.0027117727,0.033145312,0.015775815,0.13188532,0.0,0.20617388,0.07249869,0.18303269,0.026887538,0.0,0.0,0.00030754443,0.17518052,0.0,0.0,0.05179089,0.0,0.0057968087,0.0,0.02583529,0.1489194,0.0,0.074049786,0.021527024,0.0,0.04178925,0.019810654,0.0,0.0,0.0,0.0,0.0,0.093859866,0.0,0.17562178,0.07032855,0.0,0.060315263,0.0,0.0,0.039237797,0.018591905,0.0,0.0,0.03500957,0.0,0.0110404175,0.0012248432,0.016878368,0.0,0.1769487,0.0,0.011982143,0.04302192,0.0071901833,0.043811973,0.010990974,0.0,0.10937506,0.0,0.0,0.0,0.0,0.0,0.10278735,0.012458977,0.0,0.0,0.0018230808,0.0073845335,0.08741256,0.0,0.021589668,0.0,0.12836707,0.14002684,0.0,0.056638062,0.0,0.0,0.0,0.0,0.11859796,0.062124748,0.048854902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09021946,0.008204961,0.04038828,0.012784646,0.035097405,0.016269347,0.056192853,0.0,0.17270474,0.0,0.06264796,0.03224399,0.0,0.078302376,0.0,0.0,0.0880749,0.06145209,0.0,0.007260731,0.0,Bernardo
9,0.0,0.0,0.014439773,0.0,0.0,0.0,0.12054227,0.011490415,0.11743848,0.0,0.046672694,0.13947326,0.20737149,0.040507376,0.011986742,0.0,0.09387141,0.0,0.0,0.0,0.0,0.0066191,0.0,0.0,0.0,0.019400675,0.0,0.0,0.0065935757,0.0,0.22779366,0.13037129,0.0,0.0,0.0,0.11023688,0.016577777,0.0,0.013935866,0.004224036,0.0,0.0,0.016548285,0.030912438,0.029748626,0.0,0.0,0.012689788,0.014238118,0.0,0.0,0.053603597,0.0,0.0,0.0,0.0,0.12431412,0.0,0.0077910176,0.0020222699,0.0,0.029023973,0.0,0.033616733,0.0,0.0,0.040500104,0.052813306,0.0,0.0,0.0,0.012956784,0.0,0.15008287,0.0,0.0,0.0,0.08359777,0.034800608,0.17247961,0.051636156,0.054951087,0.09061536,0.0,0.0,0.0,0.0,0.005196423,0.0,0.2359937,0.025850914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040176712,0.058501802,0.024072735,0.02128683,0.01303109,0.0,0.0,0.075887986,0.0,0.013778428,0.0,0.13655508,0.030339625,0.0,0.009021307,0.019920819,0.0,0.0,0.031456728,0.1203366,0.18223049,0.0,0.08458736,0.1256319,0.25499734,0.024617719,0.043728426,0.0,0.0,0.0,0.0050035273,0.16599871,0.15318272,0.030984288,0.035888303,0.0,0.06063132,0.06661361,0.0,0.0,0.15781298,0.04831471,0.05869899,0.036597047,0.12819855,0.0,0.19245204,0.022685448,0.19523408,0.004501562,0.0,0.011903224,0.0,0.13679062,0.0,0.0,0.07011317,0.0,0.007036732,0.0,0.07544048,0.09633967,0.0062863356,0.043859236,0.08767591,0.0,0.044799563,0.05042102,0.0,0.0,0.0,0.0,0.016512493,0.0696768,0.0,0.17336233,0.084316,0.0,0.041372385,0.0,0.0,0.06400059,0.0022868766,0.0,0.0,0.021060443,0.0,0.023673676,0.0,0.018442947,0.0,0.1611569,0.0,0.0,0.04056108,0.052216135,0.024488626,0.008319357,0.0,0.07961377,0.0,0.0,0.0,0.0,0.0,0.11922698,0.0,0.0,0.0,0.0,0.02181204,0.092136316,0.0,0.02093147,0.0,0.15856476,0.06513001,0.0,0.0061885053,0.0,0.0,0.0,0.0,0.14498259,0.042860847,0.041373543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083832584,0.039651304,0.015003099,0.101624265,0.047402583,0.0034783548,0.10169175,0.0,0.11417271,0.0,0.029640501,0.05734841,0.0,0.12021591,0.0,0.0,0.11043079,0.072076775,0.0,0.027807567,0.0,Bernardo
